optimizer,evaluation_no,evaluation_iter_no,n_factors,reg_weight,rmse,time
CustomKernel 2.5 s1e-3 sdi4 + ei (ip 1),0,0,0.5003636949254892,0.2144279162481646,0.862011,11.303240299224854
CustomKernel 2.5 s1e-3 sdi4 + ei (ip 1),0,1,1.0,1.0,0.880287,25.740655660629272
CustomKernel 2.5 s1e-3 sdi4 + ei (ip 1),0,2,0.011605005046460034,0.9653837940485561,0.890874,30.32783055305481
CustomKernel 2.5 s1e-3 sdi4 + ei (ip 1),0,3,0.010473522843924186,0.03863789820491792,0.884352,35.51931428909302
CustomKernel 2.5 s1e-3 sdi4 + ei (ip 1),0,4,0.9919782853661078,0.01152553693647506,0.947366,52.79087519645691
CustomKernel 2.5 s1e-3 sdi4 + ei (ip 1),0,5,0.4985577516918643,0.998890449585338,0.882439,64.2254433631897
CustomKernel 2.5 s1e-3 sdi4 + ei (ip 1),0,6,0.01179802835683331,0.4856526425161108,0.885186,68.76809406280518
CustomKernel 2.5 s1e-3 sdi4 + ei (ip 1),0,7,0.9979153024346639,0.5556824380991903,0.854796,82.92663383483887
CustomKernel 2.5 s1e-3 sdi4 + ei (ip 1),0,8,0.6406576122915068,0.6384994911639332,0.86236,93.70719933509827
CustomKernel 2.5 s1e-3 sdi4 + ei (ip 1),0,9,0.3628437006305582,0.012720534625758027,0.90327,101.60169959068298
CustomKernel 2.5 s1e-3 sdi4 + ei (ip 1),0,10,0.3000506820883466,0.6324801608584888,0.865611,110.34092450141907
CustomKernel 2.5 s1e-3 sdi4 + ei (ip 1),1,0,0.7742322394657423,0.10257533540347771,0.894276,16.983503341674805
CustomKernel 2.5 s1e-3 sdi4 + ei (ip 1),1,1,0.01,1.0,0.891592,21.55070662498474
CustomKernel 2.5 s1e-3 sdi4 + ei (ip 1),1,2,0.010089732401856805,0.987038031417359,0.891316,27.733442068099976
CustomKernel 2.5 s1e-3 sdi4 + ei (ip 1),1,3,0.01052476718820431,0.9897350820127413,0.891373,32.270315408706665
CustomKernel 2.5 s1e-3 sdi4 + ei (ip 1),1,4,0.10717263562132784,0.7985652867953346,0.878839,38.584606647491455
CustomKernel 2.5 s1e-3 sdi4 + ei (ip 1),1,5,0.010000000000000009,0.01,0.884451,43.15592074394226
